Categorie;Ordre;Famille;Nom_EN;Nom_LT;Nom_FR;Url_EN;Url_FR
Southern storm-petrels;Procellariiformes;Oceanitidae;Wilson's storm-petrel;Oceanites oceanicus;océanite de Wilson;https://en.wikipedia.org/wiki/Wilson%27s_storm-petrel;https://fr.wikipedia.org/wiki/Oc%C3%A9anite_de_Wilson
Northern storm-petrels;Procellariiformes;Hydrobatidae;European storm-petrel;Hydrobates pelagicus;océanite tempête;https://en.wikipedia.org/wiki/European_storm-petrel;https://fr.wikipedia.org/wiki/Oc%C3%A9anite_temp%C3%AAte
Northern storm-petrels;Procellariiformes;Hydrobatidae;Leach's storm-petrel;Hydrobates leucorheus;océanite cul-blanc;https://en.wikipedia.org/wiki/Leach%27s_storm-petrel;https://fr.wikipedia.org/wiki/Oc%C3%A9anite_cul-blanc
Northern storm-petrels;Procellariiformes;Hydrobatidae;Swinhoe's storm-petrel;Hydrobates monorhis;océanite de Swinhoe;https://en.wikipedia.org/wiki/Swinhoe%27s_storm-petrel;https://fr.wikipedia.org/wiki/Oc%C3%A9anite_de_Swinhoe
Northern storm-petrels;Procellariiformes;Hydrobatidae;Band-rumped storm-petrel;Hydrobates castro;océanite de Castro;https://en.wikipedia.org/wiki/Band-rumped_storm-petrel;https://fr.wikipedia.org/wiki/Oc%C3%A9anite_de_Castro
Shearwaters and petrels;Procellariiformes;Procellariidae;Northern fulmar;Fulmarus glacialis;fulmar boréal;https://en.wikipedia.org/wiki/Northern_fulmar;https://fr.wikipedia.org/wiki/Fulmar_bor%C3%A9al
Shearwaters and petrels;Procellariiformes;Procellariidae;Fea's petrel;Pterodroma feae;pétrel gongon;https://en.wikipedia.org/wiki/Fea%27s_petrel;https://fr.wikipedia.org/wiki/P%C3%A9trel_gongon
Shearwaters and petrels;Procellariiformes;Procellariidae;Bulwer's petrel;Bulweria bulwerii;pétrel de Bulwer;https://en.wikipedia.org/wiki/Bulwer%27s_petrel;https://fr.wikipedia.org/wiki/P%C3%A9trel_de_Bulwer
Shearwaters and petrels;Procellariiformes;Procellariidae;Scopoli's shearwater;Calonectis diomedea;puffin de Scopoli;https://en.wikipedia.org/wiki/Scopoli%27s_shearwater;https://fr.wikipedia.org/wiki/Puffin_de_Scopoli
Shearwaters and petrels;Procellariiformes;Procellariidae;Cory's shearwater;Calonectis borealis;puffin cendré;https://en.wikipedia.org/wiki/Cory%27s_shearwater;https://fr.wikipedia.org/wiki/Puffin_cendr%C3%A9
Shearwaters and petrels;Procellariiformes;Procellariidae;Great shearwater;Ardenna gravis;puffin majeur;https://en.wikipedia.org/wiki/Great_shearwater;https://fr.wikipedia.org/wiki/Puffin_majeur
Shearwaters and petrels;Procellariiformes;Procellariidae;Sooty shearwater;Ardenna griseus;puffin fuligineux;https://en.wikipedia.org/wiki/Sooty_shearwater;https://fr.wikipedia.org/wiki/Puffin_fuligineux
Shearwaters and petrels;Procellariiformes;Procellariidae;Short-tailed shearwater;Ardenna tenuirostris;puffin à bec grêle;https://en.wikipedia.org/wiki/Short-tailed_shearwater;https://fr.wikipedia.org/wiki/Puffin_%C3%A0_bec_gr%C3%AAle
Shearwaters and petrels;Procellariiformes;Procellariidae;Manx shearwater;Puffinus puffinus;puffin des Anglais;https://en.wikipedia.org/wiki/Manx_shearwater;https://fr.wikipedia.org/wiki/Puffin_des_Anglais
Shearwaters and petrels;Procellariiformes;Procellariidae;Yelkouan shearwater;Puffinus yelkouan;puffin yelkouan;https://en.wikipedia.org/wiki/Yelkouan_shearwater;https://fr.wikipedia.org/wiki/Puffin_yelkouan
Shearwaters and petrels;Procellariiformes;Procellariidae;Balearic shearwater;Puffinus mauretanicus;puffin des Baléares;https://en.wikipedia.org/wiki/Balearic_shearwater;https://fr.wikipedia.org/wiki/Puffin_des_Bal%C3%A9ares
Shearwaters and petrels;Procellariiformes;Procellariidae;Barolo shearwater;Puffinus baroli;puffin de Macaronésie;https://en.wikipedia.org/wiki/Barolo_shearwater;https://fr.wikipedia.org/wiki/Puffin_de_Macaron%C3%A9sie
Storks;Ciconiiformes;Ciconiidae;Black stork;Ciconia nigra;cigogne noire;https://en.wikipedia.org/wiki/Black_stork;https://fr.wikipedia.org/wiki/Cigogne_noire
Storks;Ciconiiformes;Ciconiidae;White stork;Ciconia ciconia;cigogne blanche;https://en.wikipedia.org/wiki/White_stork;https://fr.wikipedia.org/wiki/Cigogne_blanche
Frigatebirds;Suliformes;Fregatidae;Magnificent frigatebird;Fregata magnificens;frégate superbe;https://en.wikipedia.org/wiki/Magnificent_frigatebird;https://fr.wikipedia.org/wiki/Fr%C3%A9gate_superbe
Boobies and gannets;Suliformes;Sulidae;Masked booby;Sula dactylatra;fou masqué;https://en.wikipedia.org/wiki/Masked_booby;https://fr.wikipedia.org/wiki/Fou_masqu%C3%A9
Boobies and gannets;Suliformes;Sulidae;Brown booby;Sula leucogaster;fou brun;https://en.wikipedia.org/wiki/Brown_booby;https://fr.wikipedia.org/wiki/Fou_brun
Boobies and gannets;Suliformes;Sulidae;Red-footed booby;Sula sula;fou à pieds rouges;https://en.wikipedia.org/wiki/Red-footed_booby;https://fr.wikipedia.org/wiki/Fou_%C3%A0_pieds_rouges
Boobies and gannets;Suliformes;Sulidae;Northern gannet;Morus bassanus;fou de Bassan;https://en.wikipedia.org/wiki/Northern_gannet;https://fr.wikipedia.org/wiki/Fou_de_Bassan
Cormorants and shags;Suliformes;Phalacrocoracidae;Pygmy cormorant;Microcarbo pygmeus;cormoran pygmée;https://en.wikipedia.org/wiki/Pygmy_cormorant;https://fr.wikipedia.org/wiki/Cormoran_pygm%C3%A9e
Cormorants and shags;Suliformes;Phalacrocoracidae;Great cormorant;Phalacrocorax carbo;grand Cormoran;https://en.wikipedia.org/wiki/Great_cormorant;https://fr.wikipedia.org/wiki/Grand_Cormoran
Cormorants and shags;Suliformes;Phalacrocoracidae;European shag;Gulosus aristotelis;cormoran huppé;https://en.wikipedia.org/wiki/European_shag;https://fr.wikipedia.org/wiki/Cormoran_hupp%C3%A9
Cormorants and shags;Suliformes;Phalacrocoracidae;Double-crested cormorant;Nannopterum auritum;cormoran à aigrettes;https://en.wikipedia.org/wiki/Double-crested_cormorant;https://fr.wikipedia.org/wiki/Cormoran_%C3%A0_aigrettes
Pelicans;Pelecaniformes;Pelecanidae;Great white pelican;Pelecanus onocrotalus;pélican blanc;https://en.wikipedia.org/wiki/Great_white_pelican;https://fr.wikipedia.org/wiki/P%C3%A9lican_blanc
Pelicans;Pelecaniformes;Pelecanidae;Dalmatian pelican;Pelecanus crispus;pélican frisé;https://en.wikipedia.org/wiki/Dalmatian_pelican;https://fr.wikipedia.org/wiki/P%C3%A9lican_fris%C3%A9
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Great bittern;Botaurus stellaris;butor étoilé;https://en.wikipedia.org/wiki/Great_bittern;https://fr.wikipedia.org/wiki/Butor_%C3%A9toil%C3%A9
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Little bittern;Ixobrychus minutus;blongios nain;https://en.wikipedia.org/wiki/Little_bittern;https://fr.wikipedia.org/wiki/Blongios_nain
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Dwarf bittern;Ixobrychus sturmii;;https://en.wikipedia.org/wiki/Dwarf_bittern;
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Great blue heron;Ardea herodias;grand Héron;https://en.wikipedia.org/wiki/Great_blue_heron;https://fr.wikipedia.org/wiki/Grand_H%C3%A9ron
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Gray heron;Ardea cinerea;héron cendré;https://en.wikipedia.org/wiki/Gray_heron;https://fr.wikipedia.org/wiki/H%C3%A9ron_cendr%C3%A9
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Black-headed heron;Ardea melanocephala;héron mélanocéphale;https://en.wikipedia.org/wiki/Black-headed_heron;https://fr.wikipedia.org/wiki/H%C3%A9ron_m%C3%A9lanoc%C3%A9phale
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Purple heron;Ardea purpurea;héron pourpré;https://en.wikipedia.org/wiki/Purple_heron;https://fr.wikipedia.org/wiki/H%C3%A9ron_pourpr%C3%A9
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Great egret;Ardea alba;grande aigrette;https://en.wikipedia.org/wiki/Great_egret;https://fr.wikipedia.org/wiki/Grande_aigrette
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Intermediate egret;Ardea intermedia;héron intermédiaire;https://en.wikipedia.org/wiki/Intermediate_egret;https://fr.wikipedia.org/wiki/H%C3%A9ron_interm%C3%A9diaire
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Little egret;Egretta garzetta;aigrette garzette;https://en.wikipedia.org/wiki/Little_egret;https://fr.wikipedia.org/wiki/Aigrette_garzette
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Western reef-heron;Egretta gularis;aigrette des récifs;https://en.wikipedia.org/wiki/Western_reef-heron;https://fr.wikipedia.org/wiki/Aigrette_des_r%C3%A9cifs
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Cattle egret;Bubulcus ibis;héron garde-boeufs;https://en.wikipedia.org/wiki/Cattle_egret;https://fr.wikipedia.org/wiki/H%C3%A9ron_garde-b%C5%93ufs
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Squacco heron;Ardeola ralloides;héron crabier;https://en.wikipedia.org/wiki/Squacco_heron;https://fr.wikipedia.org/wiki/Crabier_chevelu
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Green heron;Butorides virescens;héron vert;https://en.wikipedia.org/wiki/Green_heron;https://fr.wikipedia.org/wiki/H%C3%A9ron_vert
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Striated heron;Butorides striata;héron strié;https://en.wikipedia.org/wiki/Striated_heron;https://fr.wikipedia.org/wiki/H%C3%A9ron_stri%C3%A9
Herons, egrets, and bitterns;Pelecaniformes;Ardeidae;Black-crowned night-heron;Nycticorax nycticorax;bihoreau gris;https://en.wikipedia.org/wiki/Black-crowned_night-heron;https://fr.wikipedia.org/wiki/Bihoreau_gris
Ibises and spoonbills;Pelecaniformes;Threskiornithidae;Glossy ibis;Plegadis falcinellus;ibis falcinelle;https://en.wikipedia.org/wiki/Glossy_ibis;https://fr.wikipedia.org/wiki/Ibis_falcinelle
Ibises and spoonbills;Pelecaniformes;Threskiornithidae;African sacred ibis;Threskiornis aethiopicus;ibis sacré;https://en.wikipedia.org/wiki/African_sacred_ibis;https://fr.wikipedia.org/wiki/Ibis_sacr%C3%A9
Ibises and spoonbills;Pelecaniformes;Threskiornithidae;Northern bald ibis;Geronticus eremita;ibis chauve;https://en.wikipedia.org/wiki/Northern_bald_ibis;https://fr.wikipedia.org/wiki/Ibis_chauve
Ibises and spoonbills;Pelecaniformes;Threskiornithidae;Eurasian spoonbill;Platalea leucorodia;spatule blanche;https://en.wikipedia.org/wiki/Eurasian_spoonbill;https://fr.wikipedia.org/wiki/Spatule_blanche
Osprey;Accipitriformes;Pandionidae;Western osprey;Pandion haliaetus;balbuzard pêcheur;https://en.wikipedia.org/wiki/Western_osprey;https://fr.wikipedia.org/wiki/Balbuzard_p%C3%AAcheur
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Black-winged kite;Elanus caeruleus;elanion blanc;https://en.wikipedia.org/wiki/Black-winged_kite;https://fr.wikipedia.org/wiki/%C3%A9lanion_blanc
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Bearded vulture;Gypaetus barbatus;gypaète barbu;https://en.wikipedia.org/wiki/Bearded_vulture;https://fr.wikipedia.org/wiki/Gypa%C3%A8te_barbu
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Egyptian vulture;Neophron percnopterus;percnoptère d'Egypte;https://en.wikipedia.org/wiki/Egyptian_vulture;https://fr.wikipedia.org/wiki/Percnopt%C3%A8re
Hawks, eagles, and kites;Accipitriformes;Accipitridae;European honey-buzzard;Pernis apivorus;bondrée apivore;https://en.wikipedia.org/wiki/European_honey-buzzard;https://fr.wikipedia.org/wiki/Bondr%C3%A9e_apivore
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Oriental honey-buzzard;Pernis ptilorhynchus;;https://en.wikipedia.org/wiki/Oriental_honey-buzzard;
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Cinereous vulture;Aegypius monachus;vautour moine;https://en.wikipedia.org/wiki/Cinereous_vulture;https://fr.wikipedia.org/wiki/Vautour_moine
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Lappet-faced vulture;Torgos tracheliotos;vautour oricou;https://en.wikipedia.org/wiki/Lappet-faced_vulture;https://fr.wikipedia.org/wiki/Vautour_oricou
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Rüppell's griffon;Gyps rueppelli;vautour de Rüppell;https://en.wikipedia.org/wiki/R%C3%BCppell%27s_griffon;https://fr.wikipedia.org/wiki/Vautour_de_R%C3%BCppell
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Eurasian griffon;Gyps fulvus;vautour fauve;https://en.wikipedia.org/wiki/Eurasian_griffon;https://fr.wikipedia.org/wiki/Vautour_fauve
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Short-toed snake-eagle;Circaetus gallicus;circaète Jean-le-Blanc;https://en.wikipedia.org/wiki/Short-toed_snake-eagle;https://fr.wikipedia.org/wiki/Circa%C3%A8te_Jean-le-Blanc
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Lesser spotted eagle;Clanga pomarina;aigle pomarin;https://en.wikipedia.org/wiki/Lesser_spotted_eagle;https://fr.wikipedia.org/wiki/Aigle_pomarin
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Greater spotted eagle;Clanga clanga;aigle criard;https://en.wikipedia.org/wiki/Greater_spotted_eagle;https://fr.wikipedia.org/wiki/Aigle_criard
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Booted eagle;Aquila pennatus;aigle botté;https://en.wikipedia.org/wiki/Booted_eagle;https://fr.wikipedia.org/wiki/Aigle_bott%C3%A9
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Steppe eagle;Aquila nipalensis;aigle des steppes;https://en.wikipedia.org/wiki/Steppe_eagle;https://fr.wikipedia.org/wiki/Aigle_des_steppes
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Spanish imperial eagle;Aquila adalberti;aigle ibérique;https://en.wikipedia.org/wiki/Spanish_imperial_eagle;https://fr.wikipedia.org/wiki/Aigle_ib%C3%A9rique
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Eastern imperial eagle;Aquila heliaca;aigle impérial;https://en.wikipedia.org/wiki/Eastern_imperial_eagle;https://fr.wikipedia.org/wiki/Aigle_imp%C3%A9rial
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Golden eagle;Aquila chrysaetos;aigle royal;https://en.wikipedia.org/wiki/Golden_eagle;https://fr.wikipedia.org/wiki/Aigle_royal
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Bonelli's eagle;Aquila fasciata;aigle de Bonelli;https://en.wikipedia.org/wiki/Bonelli%27s_eagle;https://fr.wikipedia.org/wiki/Aigle_de_Bonelli
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Eurasian marsh-harrier;Circus aeruginosus;busard des roseaux;https://en.wikipedia.org/wiki/Eurasian_marsh-harrier;https://fr.wikipedia.org/wiki/Busard_des_roseaux
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Hen harrier;Circus cyaneus;busard Saint-Martin;https://en.wikipedia.org/wiki/Hen_harrier;https://fr.wikipedia.org/wiki/Busard_Saint-Martin
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Northern harrier;Circus hudsonius;busard des marais;https://en.wikipedia.org/wiki/Northern_harrier;https://fr.wikipedia.org/wiki/Busard_des_marais
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Pallid harrier;Circus macrourus;busard pâle;https://en.wikipedia.org/wiki/Pallid_harrier;https://fr.wikipedia.org/wiki/Busard_p%C3%A2le
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Montagu's harrier;Circus pygargus;busard cendré;https://en.wikipedia.org/wiki/Montagu%27s_harrier;https://fr.wikipedia.org/wiki/Busard_cendr%C3%A9
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Eurasian sparrowhawk;Accipiter nisus;epervier d'Europe;https://en.wikipedia.org/wiki/Eurasian_sparrowhawk;https://fr.wikipedia.org/wiki/%C3%89pervier_d%27Europe
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Northern goshawk;Accipiter gentilis;autour des palombes;https://en.wikipedia.org/wiki/Northern_goshawk;https://fr.wikipedia.org/wiki/Autour_des_palombes
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Red kite;Milvus milvus;milan royal;https://en.wikipedia.org/wiki/Red_kite;https://fr.wikipedia.org/wiki/Milan_royal
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Black kite;Milvus migrans;milan noir;https://en.wikipedia.org/wiki/Black_kite;https://fr.wikipedia.org/wiki/Milan_noir
Hawks, eagles, and kites;Accipitriformes;Accipitridae;White-tailed eagle;Haliaeetus albicilla;pygargue à queue blanche;https://en.wikipedia.org/wiki/White-tailed_eagle;https://fr.wikipedia.org/wiki/Pygargue_%C3%A0_queue_blanche
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Rough-legged hawk;Buteo lagopus;buse pattue;https://en.wikipedia.org/wiki/Rough-legged_hawk;https://fr.wikipedia.org/wiki/Buse_pattue
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Common buzzard;Buteo buteo;buse variable;https://en.wikipedia.org/wiki/Common_buzzard;https://fr.wikipedia.org/wiki/Buse_variable
Hawks, eagles, and kites;Accipitriformes;Accipitridae;Long-legged buzzard;Buteo rufinus;buse féroce;https://en.wikipedia.org/wiki/Long-legged_buzzard;https://fr.wikipedia.org/wiki/Buse_f%C3%A9roce
Barn-owls;Strigiformes;Tytonidae;Western barn owl;Tyto alba;chouette effraie;https://en.wikipedia.org/wiki/Western_barn_owl;https://fr.wikipedia.org/wiki/Chouette_effraie
Owls;Strigiformes;Strigidae;Eurasian scops-owl;Otus scops;petit-duc scops;https://en.wikipedia.org/wiki/Eurasian_scops-owl;https://fr.wikipedia.org/wiki/Petit-duc_scops
Owls;Strigiformes;Strigidae;Eurasian eagle-owl;Bubo bubo;hibou grand-duc;https://en.wikipedia.org/wiki/Eurasian_eagle-owl;https://fr.wikipedia.org/wiki/Hibou_grand-duc
Owls;Strigiformes;Strigidae;Snowy owl;Bubo scandiacus;harfang des neiges;https://en.wikipedia.org/wiki/Snowy_owl;https://fr.wikipedia.org/wiki/Harfang_des_neiges
Owls;Strigiformes;Strigidae;Northern hawk owl;Surnia ulula;chouette épervière;https://en.wikipedia.org/wiki/Northern_hawk_owl;https://fr.wikipedia.org/wiki/Chouette_%C3%A9pervi%C3%A8re
Owls;Strigiformes;Strigidae;Eurasian pygmy-owl;Glaucidium passerinum;chevêchette d'Europe;https://en.wikipedia.org/wiki/Eurasian_pygmy-owl;https://fr.wikipedia.org/wiki/Chev%C3%AAchette_d%27Europe
Owls;Strigiformes;Strigidae;Little owl;Athene noctua;chevêche d'Athéna;https://en.wikipedia.org/wiki/Little_owl;https://fr.wikipedia.org/wiki/Chev%C3%AAche_d%27Ath%C3%A9na
Owls;Strigiformes;Strigidae;Tawny owl;Strix aluco;chouette hulotte;https://en.wikipedia.org/wiki/Tawny_owl;https://fr.wikipedia.org/wiki/Chouette_hulotte
Owls;Strigiformes;Strigidae;Long-eared owl;Asio otus;hibou moyen-duc;https://en.wikipedia.org/wiki/Long-eared_owl;https://fr.wikipedia.org/wiki/Hibou_moyen-duc
Owls;Strigiformes;Strigidae;Short-eared owl;Asio flammeus;hibou des marais;https://en.wikipedia.org/wiki/Short-eared_owl;https://fr.wikipedia.org/wiki/Hibou_des_marais
Owls;Strigiformes;Strigidae;Boreal owl;Aegolius funereus;nyctale de Tengmalm;https://en.wikipedia.org/wiki/Boreal_owl;https://fr.wikipedia.org/wiki/Nyctale_de_Tengmalm
Hoopoes;Bucerotiformes;Upupidae;Eurasian hoopoe;Upupa epops;huppe fasciée;https://en.wikipedia.org/wiki/Eurasian_hoopoe;https://fr.wikipedia.org/wiki/Huppe_fasci%C3%A9e
Kingfishers;Coraciiformes;Alcedinidae;Common kingfisher;Alcedo atthis;martin-pêcheur d'Europe;https://en.wikipedia.org/wiki/Common_kingfisher;https://fr.wikipedia.org/wiki/Martin-p%C3%AAcheur_d%27Europe
Bee-eaters;Coraciiformes;Meropidae;Blue-cheeked bee-eater;Merops persicus;guêpier de Perse;https://en.wikipedia.org/wiki/Blue-cheeked_bee-eater;https://fr.wikipedia.org/wiki/Gu%C3%AApier_de_Perse
Bee-eaters;Coraciiformes;Meropidae;European bee-eater;Merops apiaster;guêpier d'Europe;https://en.wikipedia.org/wiki/European_bee-eater;https://fr.wikipedia.org/wiki/Gu%C3%AApier_d%27Europe
Rollers;Coraciiformes;Coraciidae;European roller;Coracias garrulus;rollier d'Europe;https://en.wikipedia.org/wiki/European_roller;https://fr.wikipedia.org/wiki/Rollier_d%27Europe
Woodpeckers;Piciformes;Picidae;Eurasian wryneck;Jynx torquilla;torcol fourmilier;https://en.wikipedia.org/wiki/Eurasian_wryneck;https://fr.wikipedia.org/wiki/Torcol_fourmilier
Woodpeckers;Piciformes;Picidae;Eurasian three-toed woodpecker;Picoides tridactylus;pic tridactyle;https://en.wikipedia.org/wiki/Eurasian_three-toed_woodpecker;https://fr.wikipedia.org/wiki/Pic_tridactyle
Woodpeckers;Piciformes;Picidae;Middle spotted woodpecker;Dendrocoptes medius;pic mar;https://en.wikipedia.org/wiki/Middle_spotted_woodpecker;https://fr.wikipedia.org/wiki/Pic_mar
Woodpeckers;Piciformes;Picidae;White-backed woodpecker;Dendrocopos leucotos;pic à dos blanc;https://en.wikipedia.org/wiki/White-backed_woodpecker;https://fr.wikipedia.org/wiki/Pic_%C3%A0_dos_blanc
Woodpeckers;Piciformes;Picidae;Great spotted woodpecker;Dendrocopos major;pic épeiche;https://en.wikipedia.org/wiki/Great_spotted_woodpecker;https://fr.wikipedia.org/wiki/Pic_%C3%A9peiche
Woodpeckers;Piciformes;Picidae;Lesser spotted woodpecker;Dryobates minor;pic épeichette;https://en.wikipedia.org/wiki/Lesser_spotted_woodpecker;https://fr.wikipedia.org/wiki/Pic_%C3%A9peichette
Woodpeckers;Piciformes;Picidae;Gray-headed woodpecker;Picus canus;pic cendré;https://en.wikipedia.org/wiki/Gray-headed_woodpecker;https://fr.wikipedia.org/wiki/Pic_cendr%C3%A9
Woodpeckers;Piciformes;Picidae;Eurasian green woodpecker;Picus viridis;pic vert;https://en.wikipedia.org/wiki/Eurasian_green_woodpecker;https://fr.wikipedia.org/wiki/Pic_vert
Woodpeckers;Piciformes;Picidae;Iberian green woodpecker;Picus sharpei;pic de Sharpe;https://en.wikipedia.org/wiki/Iberian_green_woodpecker;https://fr.wikipedia.org/wiki/Pic_de_Sharpe
Woodpeckers;Piciformes;Picidae;Black woodpecker;Dryocopus martius;pic noir;https://en.wikipedia.org/wiki/Black_woodpecker;https://fr.wikipedia.org/wiki/Pic_noir
Falcons and caracaras;Falconiformes;Falconidae;Lesser kestrel;Falco naumanni;faucon crécerellette;https://en.wikipedia.org/wiki/Lesser_kestrel;https://fr.wikipedia.org/wiki/Faucon_cr%C3%A9cerellette
Falcons and caracaras;Falconiformes;Falconidae;Eurasian kestrel;Falco tinnunculus;faucon crécerelle;https://en.wikipedia.org/wiki/Eurasian_kestrel;https://fr.wikipedia.org/wiki/Faucon_cr%C3%A9cerelle
Falcons and caracaras;Falconiformes;Falconidae;Red-footed falcon;Falco vespertinus;faucon kobez;https://en.wikipedia.org/wiki/Red-footed_falcon;https://fr.wikipedia.org/wiki/Faucon_kobez
Falcons and caracaras;Falconiformes;Falconidae;Amur falcon;Falco amurensis;faucon de l'Amour;https://en.wikipedia.org/wiki/Amur_falcon;https://fr.wikipedia.org/wiki/Faucon_de_l%27Amour
Falcons and caracaras;Falconiformes;Falconidae;Eleonora's falcon;Falco eleonorae;faucon d'Eléonore;https://en.wikipedia.org/wiki/Eleonora%27s_falcon;https://fr.wikipedia.org/wiki/Faucon_d%27%C3%89l%C3%A9onore
Falcons and caracaras;Falconiformes;Falconidae;Sooty falcon;Falco concolor;faucon concolore;https://en.wikipedia.org/wiki/Sooty_falcon;https://fr.wikipedia.org/wiki/Faucon_concolore
Falcons and caracaras;Falconiformes;Falconidae;Merlin;Falco columbarius;faucon émerillon;https://en.wikipedia.org/wiki/Merlin_(bird);https://fr.wikipedia.org/wiki/Faucon_%C3%A9merillon
Falcons and caracaras;Falconiformes;Falconidae;Eurasian hobby;Falco subbuteo;faucon hobereau;https://en.wikipedia.org/wiki/Eurasian_hobby;https://fr.wikipedia.org/wiki/Faucon_hobereau
Falcons and caracaras;Falconiformes;Falconidae;Lanner falcon;Falco biarmicus;faucon lanier;https://en.wikipedia.org/wiki/Lanner_falcon;https://fr.wikipedia.org/wiki/Faucon_lanier
Falcons and caracaras;Falconiformes;Falconidae;Saker falcon;Falco cherrug;faucon sacre;https://en.wikipedia.org/wiki/Saker_falcon;https://fr.wikipedia.org/wiki/Faucon_sacre
Falcons and caracaras;Falconiformes;Falconidae;Gyrfalcon;Falco rusticolus;faucon gerfaut;https://en.wikipedia.org/wiki/Gyrfalcon;https://fr.wikipedia.org/wiki/Faucon_gerfaut
Falcons and caracaras;Falconiformes;Falconidae;Peregrine falcon;Falco peregrinus;faucon pèlerin;https://en.wikipedia.org/wiki/Peregrine_falcon;https://fr.wikipedia.org/wiki/Faucon_p%C3%A8lerin
Old World parrots;Psittaciformes;Psittaculidae;Rose-ringed parakeet;Psittacula krameri;perruche à collier;https://en.wikipedia.org/wiki/Rose-ringed_parakeet;https://fr.wikipedia.org/wiki/Perruche_%C3%A0_collier
Vireos, shrike-babblers, and erpornis;Passeriformes;Vireonidae;Red-eyed vireo;Vireo olivaceus;viréo aux yeux rouges;https://en.wikipedia.org/wiki/Red-eyed_vireo;https://fr.wikipedia.org/wiki/Vir%C3%A9o_aux_yeux_rouges
Old World orioles;Passeriformes;Oriolidae;Eurasian golden oriole;Oriolus oriolus;loriot d'Europe;https://en.wikipedia.org/wiki/Eurasian_golden_oriole;https://fr.wikipedia.org/wiki/Loriot_d%27Europe
Shrikes;Passeriformes;Laniidae;Red-backed shrike;Lanius collurio;pie-grièche écorcheur;https://en.wikipedia.org/wiki/Red-backed_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_%C3%A9corcheur
Shrikes;Passeriformes;Laniidae;Red-tailed shrike;Lanius phoenicuroides;pie-grièche du Turkestan;https://en.wikipedia.org/wiki/Red-tailed_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_du_Turkestan
Shrikes;Passeriformes;Laniidae;Isabelline shrike;Lanius isabellinus;pie-grièche isabelle;https://en.wikipedia.org/wiki/Isabelline_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_isabelle
Shrikes;Passeriformes;Laniidae;Brown shrike;Lanius cristatus;pie-grièche brune;https://en.wikipedia.org/wiki/Brown_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_brune
Shrikes;Passeriformes;Laniidae;Iberian gray shrike;Lanius meridionalis;pie-grièche méridionale;https://en.wikipedia.org/wiki/Iberian_gray_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_m%C3%A9ridionale
Shrikes;Passeriformes;Laniidae;Great gray shrike;Lanius excubitor;pie-grièche grise;https://en.wikipedia.org/wiki/Great_gray_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_grise
