Categorie;Ordre;Famille;Nom_EN;Nom_LT;Nom_FR;Url_EN;Url_FR
Plovers and lapwings;Charadriiformes;Charadriidae;Greater sand-plover;Charadrius leschenaultii;pluvier de Leschenault;https://en.wikipedia.org/wiki/Greater_sand-plover;https://fr.wikipedia.org/wiki/Pluvier_de_Leschenault
Plovers and lapwings;Charadriiformes;Charadriidae;Caspian plover;Charadrius asiaticus;pluvier asiatique;https://en.wikipedia.org/wiki/Caspian_plover;https://fr.wikipedia.org/wiki/Pluvier_asiatique
Plovers and lapwings;Charadriiformes;Charadriidae;Kittlitz's plover;Charadrius pecuarius;pluvier pâtre;https://en.wikipedia.org/wiki/Kittlitz%27s_plover;https://fr.wikipedia.org/wiki/Pluvier_p%C3%A2tre
Plovers and lapwings;Charadriiformes;Charadriidae;Kentish plover;Charadrius alexandrinus;pluvier à collier interrompu;https://en.wikipedia.org/wiki/Kentish_plover;https://fr.wikipedia.org/wiki/Pluvier_%C3%A0_collier_interrompu
Plovers and lapwings;Charadriiformes;Charadriidae;Common ringed plover;Charadrius hiaticula;pluvier grand-gravelot;https://en.wikipedia.org/wiki/Common_ringed_plover;https://fr.wikipedia.org/wiki/Pluvier_grand-gravelot
Plovers and lapwings;Charadriiformes;Charadriidae;Semipalmated plover;Charadrius semipalmatus;pluvier grand-semipalmé;https://en.wikipedia.org/wiki/Semipalmated_plover;https://fr.wikipedia.org/wiki/Pluvier_semipalm%C3%A9
Plovers and lapwings;Charadriiformes;Charadriidae;Little ringed plover;Charadrius dubius;pluvier petit-gravelot;https://en.wikipedia.org/wiki/Little_ringed_plover;https://fr.wikipedia.org/wiki/Pluvier_petit-gravelot
Plovers and lapwings;Charadriiformes;Charadriidae;Killdeer;Charadrius vociferus;pluvier kildir;https://en.wikipedia.org/wiki/Killdeer;https://fr.wikipedia.org/wiki/Pluvier_kildir
Plovers and lapwings;Charadriiformes;Charadriidae;Eurasian dotterel;Charadrius morinellus;pluvier guignard;https://en.wikipedia.org/wiki/Eurasian_dotterel;https://fr.wikipedia.org/wiki/Pluvier_guignard
Sandpipers and allies;Charadriiformes;Scolopacidae;Upland sandpiper;Bartramia longicauda;maubèche des champs;https://en.wikipedia.org/wiki/Upland_sandpiper;https://fr.wikipedia.org/wiki/Maub%C3%A8che_des_champs
Sandpipers and allies;Charadriiformes;Scolopacidae;Eurasian whimbrel;Numenius phaeopus;courlis corlieu;https://en.wikipedia.org/wiki/Eurasian_whimbrel;https://fr.wikipedia.org/wiki/Courlis_corlieu
Sandpipers and allies;Charadriiformes;Scolopacidae;Hudsonian whimbrel;Numenius hudsonicus;courlis hudsonien;https://en.wikipedia.org/wiki/Hudsonian_whimbrel;https://fr.wikipedia.org/wiki/Courlis_hudsonien
Sandpipers and allies;Charadriiformes;Scolopacidae;Slender-billed curlew;Numenius tenuirostris;courlis à bec grêle;https://en.wikipedia.org/wiki/Slender-billed_curlew;https://fr.wikipedia.org/wiki/Courlis_%C3%A0_bec_gr%C3%AAle
Sandpipers and allies;Charadriiformes;Scolopacidae;Eurasian curlew;Numenius arquata;courlis cendré;https://en.wikipedia.org/wiki/Eurasian_curlew;https://fr.wikipedia.org/wiki/Courlis_cendr%C3%A9
Sandpipers and allies;Charadriiformes;Scolopacidae;Bar-tailed godwit;Limosa lapponica;barge rousse;https://en.wikipedia.org/wiki/Bar-tailed_godwit;https://fr.wikipedia.org/wiki/Barge_rousse
Sandpipers and allies;Charadriiformes;Scolopacidae;Black-tailed godwit;Limosa limosa;barge à queue noire;https://en.wikipedia.org/wiki/Black-tailed_godwit;https://fr.wikipedia.org/wiki/Barge_%C3%A0_queue_noire
Sandpipers and allies;Charadriiformes;Scolopacidae;Ruddy turnstone;Arenaria interpres;tournepierre à collier;https://en.wikipedia.org/wiki/Ruddy_turnstone;https://fr.wikipedia.org/wiki/Tournepierre_%C3%A0_collier
Sandpipers and allies;Charadriiformes;Scolopacidae;Red knot;Calidris canutus;bécasseau maubèche;https://en.wikipedia.org/wiki/Red_knot;https://fr.wikipedia.org/wiki/B%C3%A9casseau_maub%C3%A8che
Sandpipers and allies;Charadriiformes;Scolopacidae;Ruff;Calidris pugnax;combattant varié;https://en.wikipedia.org/wiki/Ruff_(bird);https://fr.wikipedia.org/wiki/Combattant_vari%C3%A9
Sandpipers and allies;Charadriiformes;Scolopacidae;Broad-billed sandpiper;Calidris falcinellus;bécasseau falcinelle;https://en.wikipedia.org/wiki/Broad-billed_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_falcinelle
Sandpipers and allies;Charadriiformes;Scolopacidae;Sharp-tailed sandpiper;Calidris acuminata;bécasseau à queue pointue;https://en.wikipedia.org/wiki/Sharp-tailed_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_queue_pointue
Sandpipers and allies;Charadriiformes;Scolopacidae;Stilt sandpiper;Calidris himantopus;bécasseau à échasses;https://en.wikipedia.org/wiki/Stilt_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_%C3%A9chasses
Sandpipers and allies;Charadriiformes;Scolopacidae;Curlew sandpiper;Calidris ferruginea;bécasseau cocorli;https://en.wikipedia.org/wiki/Curlew_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_cocorli
Sandpipers and allies;Charadriiformes;Scolopacidae;Temminck's stint;Calidris temminckii;bécasseau de Temminck;https://en.wikipedia.org/wiki/Temminck%27s_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_de_Temminck
Sandpipers and allies;Charadriiformes;Scolopacidae;Long-toed stint;Calidris subminuta;bécasseau à longs doigts;https://en.wikipedia.org/wiki/Long-toed_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_longs_doigts
Sandpipers and allies;Charadriiformes;Scolopacidae;Red-necked stint;Calidris ruficollis;bécasseau à cou roux;https://en.wikipedia.org/wiki/Red-necked_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_col_roux
Sandpipers and allies;Charadriiformes;Scolopacidae;Sanderling;Calidris alba;bécasseau sanderling;https://en.wikipedia.org/wiki/Sanderling;https://fr.wikipedia.org/wiki/B%C3%A9casseau_sanderling
Sandpipers and allies;Charadriiformes;Scolopacidae;Dunlin;Calidris alpina;bécasseau variable;https://en.wikipedia.org/wiki/Dunlin;https://fr.wikipedia.org/wiki/B%C3%A9casseau_variable
Sandpipers and allies;Charadriiformes;Scolopacidae;Purple sandpiper;Calidris maritima;bécasseau violet;https://en.wikipedia.org/wiki/Purple_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_violet
Sandpipers and allies;Charadriiformes;Scolopacidae;Baird's sandpiper;Calidris bairdii;bécasseau de Baird;https://en.wikipedia.org/wiki/Baird%27s_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_de_Baird
Sandpipers and allies;Charadriiformes;Scolopacidae;Little stint;Calidris minuta;bécasseau minute;https://en.wikipedia.org/wiki/Little_stint;https://fr.wikipedia.org/wiki/B%C3%A9casseau_minute
Sandpipers and allies;Charadriiformes;Scolopacidae;Least sandpiper;Calidris minutilla;bécasseau minuscule;https://en.wikipedia.org/wiki/Least_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_minuscule
Sandpipers and allies;Charadriiformes;Scolopacidae;White-rumped sandpiper;Calidris fuscicollis;bécasseau à croupion blanc;https://en.wikipedia.org/wiki/White-rumped_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_croupion_blanc
Sandpipers and allies;Charadriiformes;Scolopacidae;Buff-breasted sandpiper;Calidris subruficollis;bécasseau rousset;https://en.wikipedia.org/wiki/Buff-breasted_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_rouss%C3%A2tre
Sandpipers and allies;Charadriiformes;Scolopacidae;Pectoral sandpiper;Calidris melanotos;bécasseau tacheté;https://en.wikipedia.org/wiki/Pectoral_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_%C3%A0_poitrine_cendr%C3%A9e
Sandpipers and allies;Charadriiformes;Scolopacidae;Semipalmated sandpiper;Calidris pusilla;bécasseau semipalmé;https://en.wikipedia.org/wiki/Semipalmated_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_semipalm%C3%A9
Sandpipers and allies;Charadriiformes;Scolopacidae;Western sandpiper;Calidris mauri;bécasseau d'Alaska;https://en.wikipedia.org/wiki/Western_sandpiper;https://fr.wikipedia.org/wiki/B%C3%A9casseau_d%27Alaska
Sandpipers and allies;Charadriiformes;Scolopacidae;Short-billed dowitcher;Limnodromus griseus;bécassin roux;https://en.wikipedia.org/wiki/Short-billed_dowitcher;https://fr.wikipedia.org/wiki/B%C3%A9cassin_roux
Sandpipers and allies;Charadriiformes;Scolopacidae;Long-billed dowitcher;Limnodromus scolopaceus;bécassin à long bec;https://en.wikipedia.org/wiki/Long-billed_dowitcher;https://fr.wikipedia.org/wiki/B%C3%A9cassin_%C3%A0_long_bec
Sandpipers and allies;Charadriiformes;Scolopacidae;Jack snipe;Lymnocryptes minimus;bécassine sourde;https://en.wikipedia.org/wiki/Jack_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_sourde
Sandpipers and allies;Charadriiformes;Scolopacidae;Eurasian woodcock;Scolopax rusticola;bécasse des bois;https://en.wikipedia.org/wiki/Eurasian_woodcock;https://fr.wikipedia.org/wiki/B%C3%A9casse_des_bois
Sandpipers and allies;Charadriiformes;Scolopacidae;American woodcock;Scolopax minor;bécasse d'Amérique;https://en.wikipedia.org/wiki/American_woodcock;https://fr.wikipedia.org/wiki/B%C3%A9casse_d%27Am%C3%A9rique
Sandpipers and allies;Charadriiformes;Scolopacidae;Great snipe;Gallinago media;bécassine double;https://en.wikipedia.org/wiki/Great_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_double
Sandpipers and allies;Charadriiformes;Scolopacidae;Common snipe;Gallinago gallinago;bécassine des marais;https://en.wikipedia.org/wiki/Common_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_des_marais
Sandpipers and allies;Charadriiformes;Scolopacidae;Wilson's snipe;Gallinago delicata;bécassine de Wilson;https://en.wikipedia.org/wiki/Wilson%27s_snipe;https://fr.wikipedia.org/wiki/B%C3%A9cassine_de_Wilson
Sandpipers and allies;Charadriiformes;Scolopacidae;Terek sandpiper;Xenus cinereus;chevalier bargette;https://en.wikipedia.org/wiki/Terek_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_bargette
Sandpipers and allies;Charadriiformes;Scolopacidae;Wilson's phalarope;Phalaropus tricolor;phalarope de Wilson;https://en.wikipedia.org/wiki/Wilson%27s_phalarope;https://fr.wikipedia.org/wiki/Phalarope_de_Wilson
Sandpipers and allies;Charadriiformes;Scolopacidae;Red-necked phalarope;Phalaropus lobatus;phalarope à bec étroit;https://en.wikipedia.org/wiki/Red-necked_phalarope;https://fr.wikipedia.org/wiki/Phalarope_%C3%A0_bec_%C3%A9troit
Sandpipers and allies;Charadriiformes;Scolopacidae;Red phalarope;Phalaropus fulicaria;phalarope à bec large;https://en.wikipedia.org/wiki/Red_phalarope;https://fr.wikipedia.org/wiki/Phalarope_%C3%A0_bec_large
Sandpipers and allies;Charadriiformes;Scolopacidae;Common sandpiper;Actitis hypoleucos;chevalier guignette;https://en.wikipedia.org/wiki/Common_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_guignette
Sandpipers and allies;Charadriiformes;Scolopacidae;Spotted sandpiper;Actitis macularius;chevalier grivelé;https://en.wikipedia.org/wiki/Spotted_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_grivel%C3%A9
Sandpipers and allies;Charadriiformes;Scolopacidae;Green sandpiper;Tringa ochropus;chevalier cul-blanc;https://en.wikipedia.org/wiki/Green_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_cul-blanc
Sandpipers and allies;Charadriiformes;Scolopacidae;Solitary sandpiper;Tringa solitaria;chevalier solitaire;https://en.wikipedia.org/wiki/Solitary_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_solitaire
Sandpipers and allies;Charadriiformes;Scolopacidae;Grey-tailed tattler;Tringa brevipes;;https://en.wikipedia.org/wiki/Grey-tailed_tattler;
Sandpipers and allies;Charadriiformes;Scolopacidae;Spotted redshank;Tringa erythropus;chevalier arlequin;https://en.wikipedia.org/wiki/Spotted_redshank;https://fr.wikipedia.org/wiki/Chevalier_arlequin
Sandpipers and allies;Charadriiformes;Scolopacidae;Greater yellowlegs;Tringa melanoleuca;chevalier criard;https://en.wikipedia.org/wiki/Greater_yellowlegs;https://fr.wikipedia.org/wiki/Grand_Chevalier
Sandpipers and allies;Charadriiformes;Scolopacidae;Common greenshank;Tringa nebularia;chevalier aboyeur;https://en.wikipedia.org/wiki/Common_greenshank;https://fr.wikipedia.org/wiki/Chevalier_aboyeur
Sandpipers and allies;Charadriiformes;Scolopacidae;Willet;Tringa semipalmata;chevalier semipalmé;https://en.wikipedia.org/wiki/Willet;https://fr.wikipedia.org/wiki/Chevalier_semipalm%C3%A9
Sandpipers and allies;Charadriiformes;Scolopacidae;Lesser yellowlegs;Tringa flavipes;chevalier à pattes jaunes;https://en.wikipedia.org/wiki/Lesser_yellowlegs;https://fr.wikipedia.org/wiki/Petit_Chevalier
Sandpipers and allies;Charadriiformes;Scolopacidae;Marsh sandpiper;Tringa stagnatilis;chevalier stagnatile;https://en.wikipedia.org/wiki/Marsh_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_stagnatile
Sandpipers and allies;Charadriiformes;Scolopacidae;Wood sandpiper;Tringa glareola;chevalier sylvain;https://en.wikipedia.org/wiki/Wood_sandpiper;https://fr.wikipedia.org/wiki/Chevalier_sylvain
Sandpipers and allies;Charadriiformes;Scolopacidae;Common redshank;Tringa totanus;chevalier gambette;https://en.wikipedia.org/wiki/Common_redshank;https://fr.wikipedia.org/wiki/Chevalier_gambette
Pratincoles and coursers;Charadriiformes;Glareolidae;Cream-colored courser;Cursorius cursor;courvite isabelle;https://en.wikipedia.org/wiki/Cream-colored_courser;https://fr.wikipedia.org/wiki/Courvite_isabelle
Pratincoles and coursers;Charadriiformes;Glareolidae;Collared pratincole;Glareola pratincola;glaréole à collier;https://en.wikipedia.org/wiki/Collared_pratincole;https://fr.wikipedia.org/wiki/Glar%C3%A9ole_%C3%A0_collier
Pratincoles and coursers;Charadriiformes;Glareolidae;Oriental pratincole;Glareola maldivarum;glaréole orientale;https://en.wikipedia.org/wiki/Oriental_pratincole;https://fr.wikipedia.org/wiki/Glar%C3%A9ole_orientale
Pratincoles and coursers;Charadriiformes;Glareolidae;Black-winged pratincole;Glareola nordmanni;glaréole à ailes noires;https://en.wikipedia.org/wiki/Black-winged_pratincole;https://fr.wikipedia.org/wiki/Glar%C3%A9ole_%C3%A0_ailes_noires
Skuas and jaegers;Charadriiformes;Stercorariidae;Great skua;Stercorarius skua;grand labbe;https://en.wikipedia.org/wiki/Great_skua;https://fr.wikipedia.org/wiki/Grand_labbe
Skuas and jaegers;Charadriiformes;Stercorariidae;Pomarine jaeger;Stercorarius pomarinus;labbe pomarin;https://en.wikipedia.org/wiki/Pomarine_jaeger;https://fr.wikipedia.org/wiki/Labbe_pomarin
Skuas and jaegers;Charadriiformes;Stercorariidae;Parasitic jaeger;Stercorarius parasiticus;labbe parasite;https://en.wikipedia.org/wiki/Parasitic_jaeger;https://fr.wikipedia.org/wiki/Labbe_parasite
Skuas and jaegers;Charadriiformes;Stercorariidae;Long-tailed jaeger;Stercorarius longicaudus;labbe à longue queue;https://en.wikipedia.org/wiki/Long-tailed_jaeger;https://fr.wikipedia.org/wiki/Labbe_%C3%A0_longue_queue
Auks, murres, and puffins;Charadriiformes;Alcidae;Dovekie;Alle alle;mergule nain;https://en.wikipedia.org/wiki/Dovekie;https://fr.wikipedia.org/wiki/Mergule_nain
Auks, murres, and puffins;Charadriiformes;Alcidae;Common murre;Uria aalge;guillemot de Troil;https://en.wikipedia.org/wiki/Common_murre;https://fr.wikipedia.org/wiki/Guillemot_de_Troil
Auks, murres, and puffins;Charadriiformes;Alcidae;Thick-billed murre;Uria lomvia;guillemot de Brünnich;https://en.wikipedia.org/wiki/Thick-billed_murre;https://fr.wikipedia.org/wiki/Guillemot_de_Br%C3%BCnnich
Auks, murres, and puffins;Charadriiformes;Alcidae;Razorbill;Alca torda;petit pingouin;https://en.wikipedia.org/wiki/Razorbill;https://fr.wikipedia.org/wiki/Petit_pingouin
Auks, murres, and puffins;Charadriiformes;Alcidae;Great auk;Pinguinus impennis;grand pingouin;https://en.wikipedia.org/wiki/Great_auk;https://fr.wikipedia.org/wiki/Grand_pingouin
Auks, murres, and puffins;Charadriiformes;Alcidae;Black guillemot;Cepphus grylle;guillemot à miroir;https://en.wikipedia.org/wiki/Black_guillemot;https://fr.wikipedia.org/wiki/Guillemot_%C3%A0_miroir
Auks, murres, and puffins;Charadriiformes;Alcidae;Atlantic puffin;Fratercula arctica;macareux moine;https://en.wikipedia.org/wiki/Atlantic_puffin;https://fr.wikipedia.org/wiki/Macareux_moine
Gulls, terns, and skimmers;Charadriiformes;Laridae;Black-legged kittiwake;Rissa tridactyla;mouette tridactyle;https://en.wikipedia.org/wiki/Black-legged_kittiwake;https://fr.wikipedia.org/wiki/Mouette_tridactyle
Gulls, terns, and skimmers;Charadriiformes;Laridae;Ivory gull;Pagophila eburnea;mouette blanche;https://en.wikipedia.org/wiki/Ivory_gull;https://fr.wikipedia.org/wiki/Mouette_blanche
Gulls, terns, and skimmers;Charadriiformes;Laridae;Sabine's gull;Xema sabini;mouette de Sabine;https://en.wikipedia.org/wiki/Sabine%27s_gull;https://fr.wikipedia.org/wiki/Mouette_de_Sabine
Gulls, terns, and skimmers;Charadriiformes;Laridae;Slender-billed gull;Chroicocephalus genei;goéland railleur;https://en.wikipedia.org/wiki/Slender-billed_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_railleur
Gulls, terns, and skimmers;Charadriiformes;Laridae;Bonaparte's gull;Chroicocephalus philadelphia;mouette de Bonaparte;https://en.wikipedia.org/wiki/Bonaparte%27s_gull;https://fr.wikipedia.org/wiki/Mouette_de_Bonaparte
Gulls, terns, and skimmers;Charadriiformes;Laridae;Black-headed gull;Chroicocephalus ridibundus;mouette rieuse;https://en.wikipedia.org/wiki/Black-headed_gull;https://fr.wikipedia.org/wiki/Mouette_rieuse
Gulls, terns, and skimmers;Charadriiformes;Laridae;Little gull;Hydrocoloeus minutus;mouette pygmée;https://en.wikipedia.org/wiki/Little_gull;https://fr.wikipedia.org/wiki/Mouette_pygm%C3%A9e
Gulls, terns, and skimmers;Charadriiformes;Laridae;Ross's gull;Rhodostethia rosea;mouette de Ross;https://en.wikipedia.org/wiki/Ross%27s_gull;https://fr.wikipedia.org/wiki/Mouette_de_Ross
Gulls, terns, and skimmers;Charadriiformes;Laridae;Laughing gull;Leucophaeus atricilla;mouette atricille;https://en.wikipedia.org/wiki/Laughing_gull;https://fr.wikipedia.org/wiki/Mouette_atricille
Gulls, terns, and skimmers;Charadriiformes;Laridae;Franklin's gull;Leucophaeus pipixcan;mouette de Franklin;https://en.wikipedia.org/wiki/Franklin%27s_gull;https://fr.wikipedia.org/wiki/Mouette_de_Franklin
Gulls, terns, and skimmers;Charadriiformes;Laridae;Mediterranean gull;Ichthyaetus melanocephalus;mouette mélanocéphale;https://en.wikipedia.org/wiki/Mediterranean_gull;https://fr.wikipedia.org/wiki/Mouette_m%C3%A9lanoc%C3%A9phale
Gulls, terns, and skimmers;Charadriiformes;Laridae;Pallas's gull;Ichthyaetus ichthyaetus;goéland ichthyaète;https://en.wikipedia.org/wiki/Pallas%27s_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_ichthya%C3%A8te
Gulls, terns, and skimmers;Charadriiformes;Laridae;Audouin's gull;Ichthyaetus audouinii;goéland d'Audouin;https://en.wikipedia.org/wiki/Audouin%27s_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_d%27Audouin
Gulls, terns, and skimmers;Charadriiformes;Laridae;Common gull;Larus canus;goéland cendré;https://en.wikipedia.org/wiki/Common_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_cendr%C3%A9
Gulls, terns, and skimmers;Charadriiformes;Laridae;Ring-billed gull;Larus delawarensis;goéland à bec cerclé;https://en.wikipedia.org/wiki/Ring-billed_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_%C3%A0_bec_cercl%C3%A9
Gulls, terns, and skimmers;Charadriiformes;Laridae;European herring gull;Larus argentatus;goéland argenté;https://en.wikipedia.org/wiki/European_herring_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_argent%C3%A9
Gulls, terns, and skimmers;Charadriiformes;Laridae;American herring gull;Larus smithsonianus;goéland d'Amérique;https://en.wikipedia.org/wiki/American_herring_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_d%27Am%C3%A9rique
Gulls, terns, and skimmers;Charadriiformes;Laridae;Vega gull;Larus vegae;goéland de la Véga;https://en.wikipedia.org/wiki/Vega_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_de_la_V%C3%A9ga
Gulls, terns, and skimmers;Charadriiformes;Laridae;Yellow-legged gull;Larus michahellis;goéland leucophée;https://en.wikipedia.org/wiki/Yellow-legged_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_leucoph%C3%A9e
Gulls, terns, and skimmers;Charadriiformes;Laridae;Caspian gull;Larus cachinnans;goéland pontique;https://en.wikipedia.org/wiki/Caspian_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_pontique
Gulls, terns, and skimmers;Charadriiformes;Laridae;Iceland gull;Larus glaucoides;goéland arctique;https://en.wikipedia.org/wiki/Iceland_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_arctique
Gulls, terns, and skimmers;Charadriiformes;Laridae;Lesser black-backed gull;Larus fuscus;goéland brun;https://en.wikipedia.org/wiki/Lesser_black-backed_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_brun
Gulls, terns, and skimmers;Charadriiformes;Laridae;Glaucous gull;Larus hyperboreus;goéland bourgmestre;https://en.wikipedia.org/wiki/Glaucous_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_bourgmestre
Gulls, terns, and skimmers;Charadriiformes;Laridae;Great black-backed gull;Larus marinus;goéland marin;https://en.wikipedia.org/wiki/Great_black-backed_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_marin
Gulls, terns, and skimmers;Charadriiformes;Laridae;Kelp gull;Larus dominicanus;goéland dominicain;https://en.wikipedia.org/wiki/Kelp_gull;https://fr.wikipedia.org/wiki/Go%C3%A9land_dominicain
Gulls, terns, and skimmers;Charadriiformes;Laridae;Sooty tern;Onychoprion fuscatus;sterne fuligineuse;https://en.wikipedia.org/wiki/Sooty_tern;https://fr.wikipedia.org/wiki/Sterne_fuligineuse
Gulls, terns, and skimmers;Charadriiformes;Laridae;Bridled tern;Onychoprion anaethetus;sterne bridée;https://en.wikipedia.org/wiki/Bridled_tern;https://fr.wikipedia.org/wiki/Sterne_brid%C3%A9e
Gulls, terns, and skimmers;Charadriiformes;Laridae;Little tern;Sternula albifrons;sterne naine;https://en.wikipedia.org/wiki/Little_tern;https://fr.wikipedia.org/wiki/Sterne_naine
Gulls, terns, and skimmers;Charadriiformes;Laridae;Gull-billed tern;Gelochelidon nilotica;sterne hansel;https://en.wikipedia.org/wiki/Gull-billed_tern;https://fr.wikipedia.org/wiki/Sterne_hansel
Gulls, terns, and skimmers;Charadriiformes;Laridae;Caspian tern;Hydroprogne caspia;sterne caspienne;https://en.wikipedia.org/wiki/Caspian_tern;https://fr.wikipedia.org/wiki/Sterne_caspienne
Gulls, terns, and skimmers;Charadriiformes;Laridae;Black tern;Chlidonias niger;guifette noire;https://en.wikipedia.org/wiki/Black_tern;https://fr.wikipedia.org/wiki/Guifette_noire
Gulls, terns, and skimmers;Charadriiformes;Laridae;White-winged tern;Chlidonias leucopterus;guifette leucoptère;https://en.wikipedia.org/wiki/White-winged_tern;https://fr.wikipedia.org/wiki/Guifette_leucopt%C3%A8re
Gulls, terns, and skimmers;Charadriiformes;Laridae;Whiskered tern;Chlidonias hybrida;guifette moustac;https://en.wikipedia.org/wiki/Whiskered_tern;https://fr.wikipedia.org/wiki/Guifette_moustac
Gulls, terns, and skimmers;Charadriiformes;Laridae;Roseate tern;Sterna dougallii;sterne de Dougall;https://en.wikipedia.org/wiki/Roseate_tern;https://fr.wikipedia.org/wiki/Sterne_de_Dougall
Gulls, terns, and skimmers;Charadriiformes;Laridae;Common tern;Sterna hirundo;sterne pierregarin;https://en.wikipedia.org/wiki/Common_tern;https://fr.wikipedia.org/wiki/Sterne_pierregarin
Gulls, terns, and skimmers;Charadriiformes;Laridae;Arctic tern;Sterna paradisaea;sterne arctique;https://en.wikipedia.org/wiki/Arctic_tern;https://fr.wikipedia.org/wiki/Sterne_arctique
Gulls, terns, and skimmers;Charadriiformes;Laridae;Forster's tern;Sterna forsteri;sterne de Forster;https://en.wikipedia.org/wiki/Forster%27s_tern;https://fr.wikipedia.org/wiki/Sterne_de_Forster
Gulls, terns, and skimmers;Charadriiformes;Laridae;Royal tern;Thalasseus maximus;sterne royale;https://en.wikipedia.org/wiki/Royal_tern;https://fr.wikipedia.org/wiki/Sterne_royale
Gulls, terns, and skimmers;Charadriiformes;Laridae;Sandwich tern;Thalasseus sandvicensis;sterne caugek;https://en.wikipedia.org/wiki/Sandwich_tern;https://fr.wikipedia.org/wiki/Sterne_caugek
Gulls, terns, and skimmers;Charadriiformes;Laridae;Elegant tern;Thalasseus elegans;sterne élégante;https://en.wikipedia.org/wiki/Elegant_tern;https://fr.wikipedia.org/wiki/Sterne_%C3%A9l%C3%A9gante
Gulls, terns, and skimmers;Charadriiformes;Laridae;Lesser crested tern;Thalasseus bengalensis;sterne voyageuse;https://en.wikipedia.org/wiki/Lesser_crested_tern;https://fr.wikipedia.org/wiki/Sterne_voyageuse
Gulls, terns, and skimmers;Charadriiformes;Laridae;West African crested tern;Thalasseus albididorsalis;sterne d'Afrique;https://en.wikipedia.org/wiki/West_African_crested_tern;https://fr.wikipedia.org/wiki/Sterne_d%27Afrique
Loons;Gaviiformes;Gaviidae;Red-throated loon;Gavia stellata;plongeon catmarin;https://en.wikipedia.org/wiki/Red-throated_loon;https://fr.wikipedia.org/wiki/Plongeon_catmarin
Loons;Gaviiformes;Gaviidae;Arctic loon;Gavia arctica;plongeon artique;https://en.wikipedia.org/wiki/Arctic_loon;https://fr.wikipedia.org/wiki/Plongeon_arctique
Loons;Gaviiformes;Gaviidae;Common loon;Gavia immer;plongeon imbrin;https://en.wikipedia.org/wiki/Common_loon;https://fr.wikipedia.org/wiki/Plongeon_imbrin
Loons;Gaviiformes;Gaviidae;Yellow-billed loon;Gavia adamsii;plongeon à bec blanc;https://en.wikipedia.org/wiki/Yellow-billed_loon;https://fr.wikipedia.org/wiki/Plongeon_%C3%A0_bec_blanc
Albatrosses;Procellariiformes;Diomedeidae;Yellow-nosed albatross;Thalassarche chlororhynchos;albatros à nez jaune;https://en.wikipedia.org/wiki/Atlantic_yellow-nosed_albatross;https://fr.wikipedia.org/wiki/Albatros_%C3%A0_nez_jaune
Albatrosses;Procellariiformes;Diomedeidae;Black-browed albatross;Thalassarche melanophris;albatros à sourcils noirs;https://en.wikipedia.org/wiki/Black-browed_albatross;https://fr.wikipedia.org/wiki/Albatros_%C3%A0_sourcils_noirs
Albatrosses;Procellariiformes;Diomedeidae;Wandering albatross;Diomedea exulans;albatros hurleur;https://en.wikipedia.org/wiki/Wandering_albatross;https://fr.wikipedia.org/wiki/Albatros_hurleur
